,agent,fit_parameters_hybrid,train_nlp_hybrid,test_acc_hybrid,test_nlp_hybrid,fit_parameters_wsls,train_nlp_wsls,test_acc_wsls,test_nlp_wsls,fit_parameters_logistic_regression,train_nlp_logistic_regression,test_acc_logistic_regression,test_nlp_logistic_regression,train_acc_rnn,train_nlp_rnn,test_acc_rnn,test_nlp_rnn
86,10,[0.60346414 3.6691885  0.54926542],0.5180151925938666,0.66,0.6065036635160257,[0.80710661 0.48026308],0.5786859689692605,0.6,0.7195961185399685,"[array([0.82657051]), array([[ 0.81062552, -0.32051547,  0.84533006]])]",0.5615619565459847,0.6326530612244898,0.6495365287480613,0.7257142663002014,0.5674670934677124,0.6000000238418579,0.6869833469390869
87,10,[0.68436327 3.07010405 0.54170407],0.5548504629147142,0.84,0.3959361021429868,[0.76683939 0.46794878],0.6094722358926749,0.74,0.4928554567735525,"[array([0.71482403]), array([[ 0.49920712, -0.23487654,  0.95371082]])]",0.5881595941843151,0.8163265306122449,0.45392820579685195,0.7171428799629211,0.5583789348602295,0.8799999952316284,0.46371451020240784
88,11,[0.58301003 8.06354101 0.89680274],0.3169864500882864,0.76,0.48078887451993524,[0.90862954 0.32894731],0.44913406513301796,0.62,0.696070683169894,"[array([1.29386913]), array([[0.53688504, 0.52377673, 1.990453  ]])]",0.38971984979663465,0.6122448979591837,0.5278064618715841,0.822857141494751,0.41233938932418823,0.6200000047683716,0.6108630299568176
89,11,[0.60345528 7.80067648 0.91906303],0.33334687161014936,0.88,0.32293149324235076,[0.90355335 0.35526322],0.4630865340864223,0.72,0.5599356051078024,"[array([1.17719166]), array([[0.63876953, 0.86527057, 2.16129825]])]",0.38684617694356443,0.7142857142857143,0.4714297585976582,0.8257142901420593,0.43473756313323975,0.699999988079071,0.5250223875045776
90,11,[0.58365091 8.30306433 0.88421775],0.33554116619876717,0.88,0.2819805604160638,[0.88999969 0.36912673],0.4803174555124159,0.82,0.4208111430340129,"[array([1.10652303]), array([[0.69880427, 1.0391837 , 2.03519035]])]",0.4018993061147849,0.7959183673469388,0.35687182153108354,0.8114285469055176,0.4711741805076599,0.8399999737739563,0.4385471045970917
91,11,[0.59794022 7.47568174 0.93155396],0.3215182678200617,0.82,0.4037453444167343,[0.892683   0.36111108],0.4707289018407881,0.74,0.5293842303256318,"[array([1.09339205]), array([[0.5513225 , 0.82370111, 2.1019817 ]])]",0.39477855521306504,0.7346938775510204,0.45307224482952924,0.8028571605682373,0.45648646354675293,0.6800000071525574,0.6118279099464417
92,11,[0.5911984  7.13238162 0.92959686],0.3509034499398191,0.94,0.21212961801844596,[0.8795812  0.37341773],0.5009526494167301,0.88,0.3328833797093664,"[array([1.01513796]), array([[0.54698972, 0.8720367 , 2.03605184]])]",0.4249185255435041,0.8571428571428571,0.2526167294245547,0.7828571200370789,0.4770154356956482,0.8199999928474426,0.42566314339637756
93,11,[0.59922043 8.16480573 0.83005548],0.3221379598663332,0.86,0.34222441173664675,[0.90104173 0.37579611],0.4759927757061567,0.8,0.4608975070537996,"[array([1.17064811]), array([[0.79355134, 0.83542273, 2.20186797]])]",0.3937706804741391,0.8163265306122449,0.4582535120341019,0.8028571605682373,0.44533592462539673,0.8999999761581421,0.37611597776412964
94,11,[0.53711337 7.95609903 0.84584719],0.3358260798519892,0.94,0.1949272838406441,[0.88999979 0.38926167],0.4845435269872405,0.88,0.3956678708044792,"[array([1.05602769]), array([[0.77267428, 0.81966796, 1.86685566]])]",0.42077167755647427,0.8775510204081632,0.2855642434017544,0.7828571200370789,0.4757590889930725,0.8799999952316284,0.3669474124908447
95,11,[0.55673688 8.65014541 0.94124732],0.3273583484625907,0.9,0.34848382250397075,[0.89285721 0.37908493],0.48275438977211593,0.86,0.429643665330919,"[array([1.09344375]), array([[0.70637597, 0.97313611, 2.09568727]])]",0.40416004049138493,0.8367346938775511,0.38277663407703977,0.800000011920929,0.45662587881088257,0.8799999952316284,0.41533467173576355
